"","exp_phase","age_group","condition","language","random_id","trial_order","noun","corr_noun","marker_used","marker_type","regular_form"
"381","production","child","5R4E","A","jrSsFRGn",8,"geed",TRUE,"ka","R",1
"382","production","child","5R4E","A","jrSsFRGn",9,"flugit",TRUE,"ka","R",1
"383","production","child","5R4E","A","jrSsFRGn",10,"daffin",TRUE,"ka","R",1
"384","production","child","5R4E","A","jrSsFRGn",11,"bleggin",TRUE,"ka","R",1
"385","production","child","5R4E","A","PBbPx8DX",0,"norg",TRUE,"ka","R",1
"386","production","child","5R4E","A","PBbPx8DX",1,"geed",TRUE,"ka","R",1
"387","production","child","5R4E","A","PBbPx8DX",2,"flugit",TRUE,"ka","R",1
"388","production","child","5R4E","A","PBbPx8DX",3,"daffin",TRUE,"ka","R",1
"389","production","child","5R4E","A","PBbPx8DX",4,"norg",TRUE,"ka","R",1
"390","production","child","5R4E","A","PBbPx8DX",5,"flugit",TRUE,"ka","R",1
"391","production","child","5R4E","A","PBbPx8DX",6,"bleggin",TRUE,"ka","R",1
"392","production","child","5R4E","A","PBbPx8DX",7,"geed",TRUE,"ka","R",1
"393","production","child","5R4E","A","PBbPx8DX",8,"bleggin",TRUE,"ka","R",1
"394","production","child","5R4E","A","PBbPx8DX",9,"sep",TRUE,"ka","R",1
"395","production","child","5R4E","A","PBbPx8DX",10,"sep",TRUE,"ka","R",1
"396","production","child","5R4E","A","PBbPx8DX",11,"daffin",TRUE,"ka","R",1
"397","production","child","5R4E","B","hxmfQghp",0,"flugit",TRUE,"ka","R",1
"398","production","child","5R4E","B","hxmfQghp",1,"geed",TRUE,"to","other",0
"399","production","child","5R4E","B","hxmfQghp",2,"flugit",TRUE,"zo","other",0
"400","production","child","5R4E","B","hxmfQghp",3,"sep",TRUE,"ka","R",1
"401","production","child","5R4E","B","hxmfQghp",4,"geed",TRUE,"to","other",0
"402","production","child","5R4E","B","hxmfQghp",5,"daffin",TRUE,"wa","other",0
"403","production","child","5R4E","B","hxmfQghp",6,"norg",TRUE,"mo","other",0
"404","production","child","5R4E","B","hxmfQghp",7,"bleggin",TRUE,"ka","R",1
"405","production","child","5R4E","B","hxmfQghp",8,"bleggin",TRUE,"ka","R",1
"406","production","child","5R4E","B","hxmfQghp",9,"norg",TRUE,"wa","other",0
"407","production","child","5R4E","B","hxmfQghp",10,"daffin",TRUE,"ma","other",0
"408","production","child","5R4E","B","hxmfQghp",11,"sep",TRUE,"ka","R",1
"409","production","child","5R4E","B","z6usfDpM",0,"sep",TRUE,"ka","R",1
"410","production","child","5R4E","B","z6usfDpM",1,"norg",TRUE,"ka","R",1
"411","production","child","5R4E","B","z6usfDpM",2,"flugit",TRUE,"ka","R",1
"412","production","child","5R4E","B","z6usfDpM",3,"daffin",TRUE,"ka","R",1
"413","production","child","5R4E","B","z6usfDpM",4,"daffin",TRUE,"ka","R",1
"414","production","child","5R4E","B","z6usfDpM",5,"geed",TRUE,"ka","R",1
"415","production","child","5R4E","B","z6usfDpM",6,"geed",TRUE,"ka","R",1
"416","production","child","5R4E","B","z6usfDpM",7,"sep",TRUE,"ka","R",1
"417","production","child","5R4E","B","z6usfDpM",8,"bleggin",TRUE,"ka","R",1
"418","production","child","5R4E","B","z6usfDpM",9,"bleggin",TRUE,"ka","R",1
"419","production","child","5R4E","B","z6usfDpM",10,"norg",TRUE,"ka","R",1
"420","production","child","5R4E","B","z6usfDpM",11,"flugit",TRUE,"ka","R",1
