"","exp_phase","age_group","condition","language","random_id","trial_order","noun","corr_noun","marker_used","marker_type","regular_form"
"396","production","child","5R4E","B","NgJXGU3i",3,"norg","true","zip","other",0
"397","production","child","5R4E","B","NgJXGU3i",4,"bleggin","true","tomber","other",0
"398","production","child","5R4E","B","NgJXGU3i",5,"geed","true","zip","other",0
"399","production","child","5R4E","B","NgJXGU3i",6,"daffin","true","tomber","other",0
"400","production","child","5R4E","B","NgJXGU3i",7,"daffin","true","zip","other",0
"401","production","child","5R4E","B","NgJXGU3i",8,"norg","true","tomber","other",0
"402","production","child","5R4E","B","NgJXGU3i",9,"flugit","true","zip","other",0
"403","production","child","5R4E","B","NgJXGU3i",10,"bleggin","true","tomber","other",0
"404","production","child","5R4E","B","NgJXGU3i",11,"sep","true","zip","other",0
"405","production","child","5R4E","B","sSeSQr3C",0,"daffin","true","ka","R",1
"406","production","child","5R4E","B","sSeSQr3C",1,"geed","true","ka","R",1
"407","production","child","5R4E","B","sSeSQr3C",2,"norg","true","ka","R",1
"408","production","child","5R4E","B","sSeSQr3C",3,"norg","true","ka","R",1
"409","production","child","5R4E","B","sSeSQr3C",4,"geed","true","ka","R",1
"410","production","child","5R4E","B","sSeSQr3C",5,"sep","true","ka","R",1
"411","production","child","5R4E","B","sSeSQr3C",6,"bleggin","true","ka","R",1
"412","production","child","5R4E","B","sSeSQr3C",7,"daffin","true","ka","R",1
"413","production","child","5R4E","B","sSeSQr3C",8,"flugit","true","ka","R",1
"414","production","child","5R4E","B","sSeSQr3C",9,"flugit","true","ka","R",1
"415","production","child","5R4E","B","sSeSQr3C",10,"sep","true","ka","R",1
"416","production","child","5R4E","B","sSeSQr3C",11,"bleggin","true","ka","R",1
"417","production","child","5R4E","B","WjBJQwpl",0,"sep","true","null","null",0
"418","production","child","5R4E","B","WjBJQwpl",1,"norg","true","null","null",0
"419","production","child","5R4E","B","WjBJQwpl",2,"geed","true","null","null",0
"420","production","child","5R4E","B","WjBJQwpl",3,"geed","true","null","null",0
"421","production","child","5R4E","B","WjBJQwpl",4,"bleggin","true","null","null",0
"422","production","child","5R4E","B","WjBJQwpl",5,"flugit","true","null","null",0
"423","production","child","5R4E","B","WjBJQwpl",6,"sep","true","null","null",0
"424","production","child","5R4E","B","WjBJQwpl",7,"norg","true","null","null",0
"425","production","child","5R4E","B","WjBJQwpl",8,"daffin","true","null","null",0
"426","production","child","5R4E","B","WjBJQwpl",9,"daffin","true","null","null",0
"427","production","child","5R4E","B","WjBJQwpl",10,"bleggin","true","null","null",0
"428","production","child","5R4E","B","WjBJQwpl",11,"flugit","true","null","null",0
